combo,cell_count,removed,brain_region
PM-HA_S11972-BLM0-PMC-RSN,1148,filtered,PMC
PM-HA_S00447-BLM0-DMNX-RSN,901,filtered,DMNX
PM-HA_S05887-BLM0-PVC-RSN,918,filtered,PVC
PM-HA_S07532-BLM0-PMC-RSN,1099,filtered,PMC
PM-HA_S18739-BLM0-PFC-RSN,1225,filtered,PFC
PM-HA_S19010-BLM0-GPI-RSN,850,filtered,GPI
PM-HA_S04610-BLM0-PVC-RSN,796,filtered,PVC
PM-HA_S00447-BLM0-PFC-RSN,493,filtered,PFC
PM-HA_S00781-BLM0-GPI-RSN,1274,filtered,GPI
PM-HA_S07532-BLM0-DMNX-RSN,1455,filtered,DMNX
PM-HA_S10096-BLM0-PFC-RSN,1011,filtered,PFC
PM-HA_S16962-BLM0-PVC-RSN,1346,filtered,PVC
PM-HA_S04610-BLM0-GPI-RSN,453,filtered,GPI
PM-HA_S02971-BLM0-PMC-RSN,940,filtered,PMC
PM-HA_S01646-BLM0-GPI-RSN,1322,filtered,GPI
PM-HA_S07555-BLM0-DMNX-RSN,1364,filtered,DMNX
PM-HA_S16580-BLM0-DMNX-RSN,1844,filtered,DMNX
PM-HA_S19010-BLM0-PFC-RSN,1356,filtered,PFC
PM-HA_S07532-BLM0-PVC-RSN,1526,filtered,PVC
PM-HA_S00447-BLM0-GPI-RSN,778,filtered,GPI
PM-HA_S02971-BLM0-PFC-RSN,1466,filtered,PFC
PM-HA_S05887-BLM0-PMC-RSN,1357,filtered,PMC
PM-HA_S11972-BLM0-PVC-RSN,1994,filtered,PVC
PM-HA_S18739-BLM0-PMC-RSN,868,filtered,PMC
PM-HA_S04610-BLM0-DMNX-RSN,612,filtered,DMNX
PM-HA_S00781-BLM0-DMNX-RSN,1455,filtered,DMNX
PM-HA_S04610-BLM0-PFC-RSN,1595,filtered,PFC
PM-HA_S07532-BLM0-GPI-RSN,1329,filtered,GPI
PM-HA_S18739-BLM0-DMNX-RSN,1010,filtered,DMNX
PM-HA_S00447-BLM0-PMC-RSN,609,filtered,PMC
PM-HA_S00781-BLM0-PVC-RSN,973,filtered,PVC
PM-HA_S08385-BLM0-PFC-RSN,2297,filtered,PFC
PM-HA_S10096-BLM0-GPI-RSN,517,filtered,GPI
PM-HA_S16580-BLM0-PVC-RSN,1497,filtered,PVC
PM-HA_S16962-BLM0-PMC-RSN,1311,filtered,PMC
PM-HA_S19871-BLM0-PFC-RSN,236,filtered,PFC
PM-HA_S01646-BLM0-PFC-RSN,2232,filtered,PFC
PM-HA_S03112-BLM0-GPI-RSN,774,filtered,GPI
PM-HA_S07555-BLM0-PMC-RSN,1667,filtered,PMC
PM-HA_S10096-BLM0-PMC-RSN,1254,filtered,PMC
PM-HA_S11972-BLM0-DMNX-RSN,1410,filtered,DMNX
PM-HA_S16962-BLM0-DMNX-RSN,2103,filtered,DMNX
PM-HA_S01646-BLM0-PVC-RSN,476,filtered,PVC
PM-HA_S16580-BLM0-PMC-RSN,2246,filtered,PMC
PM-HA_S16962-BLM0-PFC-RSN,2478,filtered,PFC
PM-HA_S19010-BLM0-PMC-RSN,1674,filtered,PMC
PM-HA_S10096-BLM0-DMNX-RSN,375,filtered,DMNX
PM-HA_S18739-BLM0-PVC-RSN,1604,filtered,PVC
PM-HA_S01646-BLM0-PMC-RSN,1884,filtered,PMC
PM-HA_S16580-BLM0-PFC-RSN,1767,filtered,PFC
PM-HA_S16962-BLM0-GPI-RSN,2906,filtered,GPI
PM-HA_S19010-BLM0-PVC-RSN,528,filtered,PVC
PM-HA_S08385-BLM0-DMNX-RSN,1121,filtered,DMNX
PM-HA_S04610-BLM0-PMC-RSN,1093,filtered,PMC
PM-HA_S05887-BLM0-DMNX-RSN,1161,filtered,DMNX
PM-HA_S07532-BLM0-PFC-RSN,1825,filtered,PFC
PM-HA_S19010-BLM0-DMNX-RSN,1305,filtered,DMNX
PM-HA_S00781-BLM0-PMC-RSN,1360,filtered,PMC
PM-HA_S03112-BLM0-PFC-RSN,1176,filtered,PFC
PM-HA_S07555-BLM0-PVC-RSN,1519,filtered,PVC
PM-HA_S08385-BLM0-GPI-RSN,2391,filtered,GPI
PM-HA_S11972-BLM0-GPI-RSN,2807,filtered,GPI
PM-HA_S19871-BLM0-DMNX-RSN,695,filtered,DMNX
PM-HA_S00781-BLM0-PFC-RSN,1754,filtered,PFC
PM-HA_S07555-BLM0-PFC-RSN,1199,filtered,PFC
PM-HA_S08385-BLM0-PMC-RSN,1881,filtered,PMC
PM-HA_S10096-BLM0-PVC-RSN,1008,filtered,PVC
PM-HA_S16580-BLM0-GPI-RSN,2387,filtered,GPI
PM-HA_S03112-BLM0-DMNX-RSN,908,filtered,DMNX
PM-HA_S05887-BLM0-GPI-RSN,1756,filtered,GPI
PM-HA_S07555-BLM0-GPI-RSN,1146,filtered,GPI
PM-HA_S08385-BLM0-PVC-RSN,3761,filtered,PVC
PM-HA_S11972-BLM0-PFC-RSN,2698,filtered,PFC
PM-HA_S02971-BLM0-DMNX-RSN,1323,filtered,DMNX
PM-MS_96251-BLM0-GPI-RSN,1294,filtered,GPI
PM-HA_S01667-BLM0-PVC-RSN,1530,filtered,PVC
PM-HA_S02252-BLM0-PMC-RSN,970,filtered,PMC
PM-HA_S05527-BLM0-PFC-RSN,750,filtered,PFC
PM-HA_S12889-BLM0-DMNX-RSN,1342,filtered,DMNX
PM-MS_644748-BLM0-PVC-RSN,3198,filtered,PVC
PM-HA_S01667-BLM0-PMC-RSN,1672,filtered,PMC
PM-HA_S02252-BLM0-PFC-RSN,1705,filtered,PFC
PM-HA_S05527-BLM0-GPI-RSN,1089,filtered,GPI
PM-HA_S14032-BLM0-PMC-RSN,904,filtered,PMC
PM-MS_96251-BLM0-PMC-RSN,1607,filtered,PMC
PM-HA_S01667-BLM0-PFC-RSN,1302,filtered,PFC
PM-HA_S02252-BLM0-GPI-RSN,726,filtered,GPI
PM-HA_S05527-BLM0-DMNX-RSN,1036,filtered,DMNX
PM-HA_S12889-BLM0-GPI-RSN,1354,filtered,GPI
PM-HA_S07792-BLM0-PFC-RSN,2081,filtered,PFC
PM-HA_S12889-BLM0-PVC-RSN,1353,filtered,PVC
PM-HA_S16298-BLM0-DMNX-RSN,1696,filtered,DMNX
PM-HA_S05527-BLM0-PMC-RSN,830,filtered,PMC
PM-HA_S06947-BLM0-GPI-RSN,463,filtered,GPI
PM-MS_644748-BLM0-DMNX-RSN,360,filtered,DMNX
PM-MS_96251-BLM0-PFC-RSN,499,filtered,PFC
PM-HA_S07792-BLM0-PMC-RSN,637,filtered,PMC
PM-HA_S12889-BLM0-PMC-RSN,681,filtered,PMC
PM-HA_S16298-BLM0-GPI-RSN,431,filtered,GPI
PM-MS_971551-BLM0-PMC-RSN,194,filtered,PMC
PM-MS_644748-BLM0-GPI-RSN,1101,filtered,GPI
PM-MS_96251-BLM0-PVC-RSN,1813,filtered,PVC
PM-HA_S07792-BLM0-GPI-RSN,1379,filtered,GPI
PM-HA_S12889-BLM0-PFC-RSN,1572,filtered,PFC
PM-HA_S06947-BLM0-DMNX-RSN,332,filtered,DMNX
PM-MS_644748-BLM0-PFC-RSN,986,filtered,PFC
PM-HA_S06947-BLM0-PMC-RSN,961,filtered,PMC
PM-HA_S07792-BLM0-PVC-RSN,1628,filtered,PVC
PM-HA_S16298-BLM0-PFC-RSN,1141,filtered,PFC
PM-HA_S14032-BLM0-GPI-RSN,531,filtered,GPI
PM-HA_S01667-BLM0-DMNX-RSN,1033,filtered,DMNX
PM-MS_644748-BLM0-PMC-RSN,1227,filtered,PMC
PM-UD_11412_001-BLM0-GPI-RSN,1411,filtered,GPI
PM-UM_HCTBY-BLM0-DMNX-RSN,1232,filtered,DMNX
PM-HA_S06947-BLM0-PVC-RSN,567,filtered,PVC
PM-HA_S14032-BLM0-PFC-RSN,628,filtered,PFC
PM-HA_S07792-BLM0-DMNX-RSN,715,filtered,DMNX
PM-HA_S01667-BLM0-GPI-RSN,1028,filtered,GPI
PM-HA_S02252-BLM0-DMNX-RSN,470,filtered,DMNX
PM-HA_S03112-BLM0-PMC-RSN,971,filtered,PMC
PM-HA_S16298-BLM0-PVC-RSN,966,filtered,PVC
PM-MS_38636-BLM0-PVC-RSN,1008,filtered,PVC
PM-MS_840752-BLM0-PMC-RSN,957,filtered,PMC
PM-MS_69779-BLM0-PVC-RSN,917,filtered,PVC
PM-MS_841919-BLM0-PMC-RSN,513,filtered,PMC
PM-MS_64111-BLM0-DMNX-RSN,961,filtered,DMNX
PM-MS_202387-BLM0-PMC-RSN,1333,filtered,PMC
PM-MS_69779-BLM0-DMNX-RSN,689,filtered,DMNX
PM-MS_85716-BLM0-PMC-RSN,1733,filtered,PMC
